NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         17.1200         24.1739        -15.0673        -18.5589
         17.1400         -9.3311        -10.5423         -6.7909
         17.1600        -10.5061          1.7107         15.2631
         17.1800          0.3869         -3.1133         16.3281
         17.2000         -3.4051          1.3087          7.3921
         17.2200        -11.5001          6.6607        -17.4179
         17.2400         13.9849         -2.5853        -48.8639
         17.2600         29.8119        -11.3543        -50.2169
         17.2800         -5.4191        -16.6563        -10.8489
         17.3000        -15.0071          1.0327          7.5221
         17.3200          8.2379          9.4177          7.0041
         17.3400         -2.6031         -4.7263         -8.3119
         17.3600        -10.2261        -17.5943        -18.1579
         17.3800        -10.5981        -23.0743         -3.3869
         17.4000        -36.0061        -30.7663          5.8751
         17.4200        -34.8811        -35.8473          1.6671
         17.4400        -17.1111        -23.1943          2.3871
         17.4600        -12.3301        -17.0763         12.1571
         17.4800          1.5139        -13.2713         17.2391
         17.5000         16.0049        -15.6473         14.5811
         17.5200         -2.0651        -37.9313         17.5201
         17.5400        -22.8701        -13.1743         12.0381
         17.5600        -24.2821          7.3057         10.0641
         17.5800        -26.4141        -28.4533         34.4921
         17.6000        -34.0371        -33.9753         48.3901
         17.6200        -31.5011        -21.1273         34.1451
         17.6400          2.5079        -20.3243         31.8621
         17.6600         30.3779        -13.7083         34.6961
         17.6800         29.8409         -0.7173         16.3891
         17.7000         45.1669         -2.4363         -1.8699
         17.7200         54.3089          0.9677        -19.1259
         17.7400         28.5329          3.6167        -28.2459
         17.7600          2.7799         -4.1503        -24.5119
         17.7800          1.1379          8.6927        -30.5599
         17.8000         35.0459         34.7927        -27.7059
         17.8200         40.1269         65.5027        -15.0989
         17.8400         10.4359         70.3097        -10.9179
         17.8600        -16.1251          8.4367         -4.6489
         17.8800        -46.8611        -52.0623        -15.4479
         17.9000        -35.1481        -19.3943        -40.7169
         17.9200          3.1709         59.4747        -45.7769
         17.9400         -5.7961         79.4777        -27.6529
         17.9600        -10.6931         59.4367        -18.0929
         17.9800          8.0119         62.4457        -15.3599
         18.0000         -7.7061         59.1527          4.2281
         18.0200        -33.9111         27.9537          6.5541
         18.0400        -47.3001         -9.0603          3.1961
         18.0600        -26.3491        -22.7843         27.7961
         18.0800        -15.4691        -17.0963         23.4101
         18.1000        -19.7381        -22.7323          1.0151
         18.1200         18.2709        -27.5723          6.8221
         18.1400         78.3899        -42.0173         20.5271
         18.1600         77.8839        -68.4953         19.6651
         18.1800         12.4889        -57.5173         13.8001
         18.2000         -7.0561        -20.1613         -2.9879
         18.2200         11.8859         -3.2023        -14.4729
         18.2400         12.2549        -15.1143        -17.8159
         18.2600        -25.7631          1.3377        -25.3619
         18.2800        -49.8571         42.2867         -8.1709
         18.3000         -7.1411         27.8727          9.9571
         18.3200         63.3119        -11.3453         17.8071
         18.3400         82.9769        -23.9723          5.8571
         18.3600          5.5399        -25.9813        -35.3409
         18.3800        -80.3451         -8.1113        -41.5739
         18.4000        -39.2301          5.4577        -13.5859
         18.4200         60.8919        -10.9093         -0.5229
         18.4400         25.0939         -1.6113         10.4971
         18.4600        -67.8351         32.8167         25.7691
         18.4800        -68.6091         65.5357         21.6121
         18.5000        -29.1951         60.0187         20.6711
         18.5200        -24.9481         29.9927         43.4341
         18.5400        -25.0351         21.3317         49.8291
         18.5600         14.1679         15.6777         29.5861
         18.5800         58.8639        -24.6443          4.5211
         18.6000          3.1709        -55.7423         -7.0669
         18.6200        -94.6081        -24.0603          1.5341
         18.6400        -90.3011          6.9757          7.2641
         18.6600        -24.9451        -23.6253         10.5551
         18.6800         37.4159        -85.8653         10.9321
         18.7000         59.8519        -83.1983        -11.5579
         18.7200         57.3599         -4.8183        -46.1019
         18.7400         73.3149         80.6687        -74.1030
         18.7600        -14.9751         64.1397        -69.9019
         18.7800        -66.5251         -4.6163        -37.7459
         18.8000         58.2869          7.2947        -32.4769
         18.8200        112.6819         64.4497        -29.2759
         18.8400         -6.7651         61.2217        -35.6629
         18.8600       -135.1661        -33.1203        -53.6779
         18.8800       -110.7531        -39.2593        -17.4929
         18.9000         13.7069         71.3797         33.3611
         18.9200         95.4669         77.4047         26.5801
         18.9400         97.9059         37.3907        -12.6539
         18.9600         90.2039         55.7777        -25.4669
         18.9800         54.4819         33.1557         10.5941
         19.0000         15.0049        -16.1003         26.6911
         19.0200        -25.4851         15.3457          6.8181
         19.0400        -58.1581        107.4047         16.3201
         19.0600        -25.9461        118.3577         10.2361
         19.0800         20.7529        -62.8603         -5.7069
         19.1000          4.0049       -151.3853          9.8461
         19.1200        -65.3271        -72.5653         37.1391
         19.1400        -45.8961        -19.9893         20.1611
         19.1600         46.6499         -9.6343         12.0781
         19.1800         35.7189        -19.3243         35.7261
         19.2000          7.2959        -29.1153          4.7891
         19.2200         64.0489        -31.9763        -17.2509
         19.2400         57.7949          5.2077         -8.8779
         19.2600        -14.5311         23.3067        -20.6159
         19.2800          4.7469         -8.0603        -27.6039
         19.3000         83.2819         -5.1583        -10.2369
         19.3200         14.6779        -19.1473         19.2421
         19.3400       -129.9161       -116.7233         43.2761
         19.3600        -62.1471       -153.5383         60.2131
         19.3800         84.7049        -83.0913         74.8391
         19.4000         63.7229         15.1017         48.1471
         19.4200        -30.0711        122.8887        -11.9819
         19.4400        -61.0861        187.5327        -60.3649
         19.4600        -39.3591        196.6097        -46.1399
         19.4800        -13.7591        108.7077         21.4631
         19.5000        -19.3241        -49.5763         68.0090
         19.5200         10.1839        -64.0663         44.0001
         19.5400        113.7189          8.3857        -15.2879
         19.5600        168.3469         58.7817        -43.0619
         19.5800         55.4959         83.6937        -54.2679
         19.6000        -59.9361         53.3597        -45.1679
         19.6200        -15.1921        -37.0273         -4.9179
         19.6400         69.9869       -102.6363         11.2401
         19.6600        -14.4191        -58.9603         -1.8379
         19.6800        -90.5031        -29.1423        -29.8939
         19.7000         12.7119         16.4387        -66.6829
         19.7200         86.0139        132.7357        -61.4199
         19.7400        -37.0881        172.5047        -32.2859
         19.7600       -129.9211         28.5077        -29.4649
         19.7800        -82.3991       -103.6393        -32.9379
         19.8000        -74.2691        -69.3573         -7.8179
         19.8200       -101.7031        -43.0533          8.2271
         19.8400        -65.6321       -104.1843        -12.8849
         19.8600         12.6459        -92.5663        -11.0129
         19.8800         76.8229        -51.0663          6.7091
         19.9000        153.7389        -79.0153         16.5271
         19.9200        154.7289        -92.2443         29.3411
         19.9400         15.5079        -88.2003          0.9831
         19.9600        -39.4471        -59.8553        -19.0109
         19.9800         21.1639         12.3387         -8.6259
         20.0000         78.4669         34.0067         -9.4889
         20.0200         59.1249          6.0107          8.2121
         20.0400         25.9399         41.1377         47.2151
         20.0600         60.0419         66.8437         71.8381
         20.0800         62.6359         10.7187         64.3101
         20.1000         49.1029        -34.7653         36.5951
         20.1200         52.6939         50.1277          4.0001
         20.1400         37.8179        202.1257        -21.5709
         20.1600         19.6059        181.5577        -18.5229
         20.1800         22.8899         11.8117        -22.9719
         20.2000        -18.6571         -3.6393        -17.2489
         20.2200        -35.5731         65.1167          8.0061
         20.2400         -9.9121        -32.3853         30.5261
         20.2600        -52.5101       -178.6953         71.7880
         20.2800        -97.4231       -268.2363         81.9751
         20.3000        -82.7231       -239.9383         22.5611
         20.3200        -85.3521        -92.9373        -25.3989
         20.3400       -138.7871        -49.9703        -37.7419
         20.3600       -157.2591       -149.0573        -53.0839
         20.3800        -90.4421       -160.1103        -53.0829
         20.4000         -3.1241        -19.7783        -37.5189
         20.4200         18.0679        150.3737        -40.7779
         20.4400         40.6599        213.1387        -51.7189
         20.4600         73.9049        172.5857        -16.2589
         20.4800         67.3319        114.0657         -5.0149
         20.5000        104.9029         46.2947        -42.0699
         20.5200        137.3689          5.6327        -28.3509
         20.5400         43.4029         72.9297         15.2551
         20.5600        -99.6321         39.8287         23.5821
         20.5800        -99.3481        -31.0663         36.3621
         20.6000        -33.1281         36.2317         73.6360
         20.6200        -17.3231         51.2787         79.4851
         20.6400          3.3999        -27.3513         60.2481
         20.6600         -5.6821       -160.7793         39.7141
         20.6800        -10.8141       -210.2793          0.6141
         20.7000         55.7659        -88.1963        -39.4699
         20.7200         61.6349         -3.4283        -43.3049
         20.7400        -43.6151         20.3577        -40.0219
         20.7600         -6.7181         19.8117        -25.8049
         20.7800         88.4349          5.4107         -8.9899
         20.8000         45.6729        132.6587        -38.6309
         20.8200        -26.2571        245.0097        -63.7399
         20.8400        -42.9401        127.3947        -42.5619
         20.8600        -63.0071        -69.4483         -7.1419
         20.8800       -117.4941        -99.1243         13.2551
         20.9000        -50.7521         -2.0793         -3.9319
         20.9200         62.9059         50.3647        -14.1849
         20.9400         36.0899         38.2977         -6.3539
         20.9600        -33.6901        -53.4433        -29.7919
         20.9800        -36.1341       -152.7213        -33.0749
         21.0000        -17.5951        -75.4303        -25.4179
         21.0200         13.9179        129.7407        -29.5599
         21.0400          5.9279        232.8597          5.5041
         21.0600        -30.3051        154.1037         30.1031
         21.0800         14.0189         13.4547         21.0491
         21.1000         95.7089        -51.5183         29.6001
         21.1200         86.9359        -14.7123         35.4251
         21.1400         57.3219         54.3937         28.0171
         21.1600         73.5709         55.5327          5.8551
         21.1800         30.5979        -33.1293         -6.3589
         21.2000        -26.0171       -100.7023        -20.3009
         21.2200        -14.3251        -67.1993        -33.8049
         21.2400        -56.1381        -60.1013         -8.8669
         21.2600       -174.1651        -44.3133         25.0161
         21.2800       -180.5601         56.3067         -2.4269
         21.3000        -89.3761        119.5607        -14.9079
         21.3200         -1.6671        -83.1513         65.8511
         21.3400         23.4559       -248.0783         94.2921
         21.3600         49.1069         -6.6733         42.2691
         21.3800        127.2079        247.8837        -16.6389
         21.4000        135.6079        174.1477        -71.5969
         21.4200         74.9409         -0.9903        -69.4169
         21.4400         20.5439        -19.9123        -16.9799
         21.4600        -18.6891         69.6947         15.8161
         21.4800        -54.4691        163.3427          6.4131
         21.5000        -84.4461        140.1007         13.4041
         21.5200       -110.1471        -13.9993         50.2591
         21.5400        -25.3921        -82.2133         50.3361
         21.5600         40.6669         26.4327          8.4061
         21.5800        -93.6341        119.0687        -13.6969
         21.6000       -102.9021         60.7897         -3.5959
         21.6200         59.8739        -69.4633          1.1051
         21.6400         98.1889       -101.8093         -6.0069
         21.6600         25.4259         45.8207        -13.1259
         21.6800         -5.0721        120.8737          8.4771
         21.7000         39.1199        -24.7113         45.8741
         21.7200         53.7169       -106.3203         31.6991
         21.7400         15.3029         -2.8433        -13.9769
         21.7600        -84.2481         68.6257        -35.7939
         21.7800       -103.6191         68.8847        -53.0579
         21.8000         24.0019         75.3087        -45.1239
         21.8200         47.1699         82.8917         11.0821
         21.8400        -54.7191         85.4777         38.7441
         21.8600        -45.6571        -36.9093          4.0271
         21.8800        -23.1311        -88.4933        -10.8209
         21.9000        -57.1151         46.6467        -20.6479
         21.9200        -17.3691         27.6617        -44.9889
         21.9400         42.7059        -78.4623          6.9511
         21.9600         36.5079       -120.1213         67.1381
         21.9800        -25.3621        -95.6373         33.2591
         22.0000        -60.4771         52.7017          6.0491
         22.0200         -8.1261         82.0307         22.6421
         22.0400         94.3189        -53.1243         21.1461
         22.0600        134.6649        -50.5003         32.1141
         22.0800         78.3939         50.4787         54.6861
         22.1000         -9.3891         12.5307         32.7721
         22.1200        -69.6951        -80.4453          4.2091
         22.1400        -44.5391        -79.3343          1.8481
         22.1600         35.1449        -47.6333        -14.6749
         22.1800         21.5809         -0.9563        -34.9149
         22.2000        -34.4151         78.2257        -24.7809
         22.2200         36.2459        111.9827        -10.6519
         22.2400        137.4229         34.3247         -2.5229
         22.2600         78.3289         -2.9933         -5.6769
         22.2800        -73.0101         57.1707        -21.8439
         22.3000        -98.8101         10.2697        -27.9839
         22.3200         31.6099        -43.1273        -26.4509
         22.3400        105.7909         18.0137        -21.4439
         22.3600         14.9999         79.1367        -15.3829
         22.3800        -47.2691         72.3167          8.3691
         22.4000        -39.3761        -64.4463          2.2611
         22.4200        -71.6001       -112.1753        -18.1739
         22.4400        -50.8691         50.8717        -27.9959
         22.4600         47.5829        146.3557        -49.7789
         22.4800        111.6599         85.6747        -16.9269
         22.5000         22.8309         23.1717         27.8441
         22.5200       -159.2711        -33.9773         21.6541
         22.5400       -114.0851        -35.2643          6.2981
         22.5600         10.4729         28.9467         22.8801
         22.5800          0.1899         50.8077         46.2741
         22.6000        -22.1371         69.5337         62.5761
         22.6200        -46.9111         77.8007         54.7581
         22.6400        -68.4521         37.6097         29.0531
         22.6600          6.0869         40.3087         11.4641
         22.6800         98.1249         -2.0513          5.8741
         22.7000         67.5169       -105.2503         26.8361
         22.7200         50.4479        -60.6453         20.4201
         22.7400         38.5889         30.1787          3.6661
         22.7600          6.3329        -30.1263          9.5531
         22.7800         35.1679       -169.9613         -5.9819
         22.8000         13.1289       -174.9023        -13.9009
         22.8200        -67.7411         -7.9383         -6.7169
         22.8400        -41.5221         69.7867        -22.5439
         22.8600         83.8009        -38.7113         -8.2639
         22.8800         98.9219        -44.5023         14.3841
         22.9000         -5.3261         35.0347        -36.1529
         22.9200       -119.4121        -29.6963        -65.8309
         22.9400       -130.9781        -84.0643        -43.8689
         22.9600         -2.9181         15.1887        -37.9959
         22.9800         51.8509        128.0587         -1.3789
         23.0000        -76.4071         99.9777         24.5881
         23.0200        -53.6071        -13.7823         -4.5619
         23.0400        111.6609        -71.1843          2.0921
         23.0600        135.8659       -103.6963         25.1311
         23.0800         89.2769        -64.5723          1.0031
         23.1000         39.1499         47.4617        -14.3159
         23.1200         27.1019        156.0477         -0.2369
         23.1400        -21.4911        -12.2923         -4.7989
         23.1600       -109.4081       -153.5113        -30.7609
         23.1800        -89.2261         -8.2063        -45.1679
         23.2000         -6.7031        148.8027        -14.5989
         23.2200         66.0129          5.1267         25.6201
         23.2400         67.3509        -74.1803         43.2241
         23.2600          1.7139         30.5237         55.6031
         23.2800        -53.1911         37.1617         40.9891
         23.3000        -73.6201         69.4247        -19.6039
         23.3200        -63.3531        -11.0783        -48.7129
         23.3400        -53.6751       -104.4473         17.0801
         23.3600        -19.3191        -34.2873         62.9921
         23.3800         48.7069         13.8847         39.6301
         23.4000          4.5979          6.4837         10.8361
         23.4200        -51.9071         66.8317         10.4821
         23.4400         21.5579         46.3927         13.7611
         23.4600         32.6379         19.0777         18.3491
         23.4800        -67.1331         -6.5593         18.6211
         23.5000       -106.1931       -195.6303        -20.3389
         23.5200         -5.6181       -240.9893        -48.5649
         23.5400         70.2739        -82.2623        -46.7869
         23.5600         42.8959         95.2977        -45.8049
         23.5800         32.8359         37.6577        -24.4909
         23.6000        -11.4421        -97.0323          1.6301
         23.6200        -40.7791        -12.0583        -12.1939
         23.6400         32.4959         -1.4173        -18.8309
         23.6600         89.5779        -63.3823        -17.2099
         23.6800         60.0339         22.8897        -13.5789
         23.7000          0.2799        161.5757          9.2011
         23.7200        -49.4111        117.4647          5.6461
         23.7400        -40.6291        -15.2653         15.9191
         23.7600         25.0849         17.7727         57.8261
         23.7800         80.0239        144.5247         55.5591
         23.8000         23.9479        100.1947         13.2091
         23.8200        -76.9881        -59.3173        -14.8559
         23.8400        -26.8761        -71.5313        -12.7369
         23.8600         56.3649         57.3767        -13.0179
         23.8800          1.3259         61.0587        -11.6349
         23.9000        -61.4581        -49.2833          9.8201
         23.9200        -15.9191        -80.3233         16.8581
         23.9400         74.7949        -82.8413         -9.6779
         23.9600        118.5839        -37.7453        -36.7479
         23.9800         63.3029         61.2157        -43.8679
         24.0000         10.4779         51.5887        -24.3589
         24.0200         29.2549        -33.9583        -17.0399
         24.0400          6.4239        -35.1233        -10.9789
         24.0600        -62.6931         28.0547         14.3681
         24.0800        -76.8601         51.1747         17.4021
         24.1000        -59.8901         22.1097          0.1311
         24.1200        -61.3741         -9.9483         -3.6309
         24.1400        -44.2391        -19.6903         11.3171
         24.1600         -0.6351        -51.3323         22.7321
         24.1800         16.1109        -30.4763          9.5111
         24.2000        -38.7251         21.6937         -9.8969
         24.2200        -50.8551         -1.8663         -5.3759
         24.2400         32.1749        -38.5763         -3.4719
         24.2600         56.6289         -9.0083          1.2511
         24.2800        -65.8441         36.9707          7.8681
         24.3000       -102.1931          9.4517        -12.3489
         24.3200         45.0539        -61.9633        -15.7299
         24.3400         76.7129        -73.9873         21.7481
         24.3600        -32.3191         13.2817         39.0431
         24.3800        -69.5691         45.8497          7.8401
         24.4000         -0.1801        -50.2353        -37.6079
         24.4200         53.0069        -51.1143        -58.7059
         24.4400         39.1439         71.8147        -42.4719
         24.4600         35.2489        112.1147        -18.8829
         24.4800         32.1259         29.8597         -1.9419
         24.5000         30.0389        -24.7243          6.6011
         24.5200         39.5239         11.6757         17.1561
         24.5400         20.0489         -1.8263          8.1821
         24.5600        -41.2801        -26.3133         -2.5529
         24.5800        -81.1611         26.1937         30.4171
         24.6000        -49.8501         14.1547         52.4611
         24.6200        -40.1281        -35.5303         20.8191
         24.6400        -27.0451        -19.0573         -0.4619
         24.6600         10.0069        -15.8653        -12.5289
         24.6800        -29.9751        -21.7763        -33.4799
         24.7000        -26.9551        -11.0243        -20.4749
         24.7200         26.5009        -26.0393         18.3721
         24.7400         21.1989        -40.5153         15.7661
         24.7600         11.4949        -46.7043        -11.1589
         24.7800         -9.0481        -64.0913          6.4151
         24.8000         -4.6891        -47.4943          6.9691
         24.8200         72.3279         35.0807        -31.7999
         24.8400        102.0599         87.0127        -38.1079
         24.8600         -5.2471         16.7047        -21.4679
         24.8800        -63.1421        -60.6863        -18.0509
         24.9000        -14.2021         36.4917          5.3331
         24.9200        -46.5181         22.5297         39.0981
         24.9400       -110.4351        -64.1093         36.8351
         24.9600        -28.0301         31.4947         24.5931
         24.9800         35.1899         20.7097          0.3761
         25.0000        -45.1811        -34.7283        -24.5819
         25.0200        -61.4611          2.9527         -8.9319
         25.0400         20.9999          0.0637         24.5441
         25.0600        101.8439        -27.3013         32.6691
         25.0800         77.1549         -3.2493         17.6721
         25.1000        -54.2711         55.6677         -1.3429
         25.1200        -22.4471         77.1817        -14.6839
         25.1400         70.1749          7.5497         -0.8579
         25.1600        -34.0761        -48.5793         30.7391
         25.1800        -82.8011        -24.3543         40.6011
         25.2000         -7.6541         17.0967         44.4871
         25.2200         20.9699         89.4157         42.0971
         25.2400        -30.1941         69.4827         15.2371
         25.2600        -67.9341          1.0307          4.2171
         25.2800        -47.2651        -10.8603          4.6451
         25.3000        -26.8921        -10.6213          6.6531
         25.3200         12.7149         28.4027         25.0221
         25.3400         12.8359         55.3577         27.9091
         25.3600         -9.8631         24.0007         17.0951
         25.3800         11.3659         -2.9563          8.2481
         25.4000         42.3579        -42.2663         12.4011
         25.4200         14.2829        -57.1583         18.2391
         25.4400        -42.3251          5.6777         -0.6149
         25.4600        -25.2391         27.8857        -27.9239
         25.4800        -10.6811        -16.5293        -22.5489
         25.5000        -13.8611        -46.8673        -13.1659
         25.5200         35.1899          1.2617        -16.1889
         25.5400         68.9709         26.4317         -8.6419
         25.5600         24.9569        -31.5663        -15.9939
         25.5800        -43.6041        -46.0183        -22.1429
         25.6000        -48.7201        -19.2023        -11.2379
         25.6200        -22.8911        -10.1883        -24.5579
         25.6400         11.3119         -1.3103        -36.1319
         25.6600         60.8999         49.4867        -17.8909
         25.6800         42.6509        104.1787          9.4161
         25.7000         12.7609         38.8957         19.7341
         25.7200         78.9309        -42.3123         20.5621
         25.7400         82.7849        -28.6263         21.4161
         25.7600        -23.1271          4.0837         11.9491
         25.7800        -48.8111         30.6817          8.0131
         25.8000          1.7449         33.6357          6.1891
         25.8200         19.1519          9.9627          0.9131
         25.8400        -49.9141         -5.6163          7.7511
         25.8600        -77.0731         10.6477          8.2551
         25.8800        -10.8801          7.0777          8.3131
         25.9000        -11.6221        -44.1103         18.3081
         25.9200        -31.4851        -45.7063          6.8971
         25.9400         -0.9011          5.1087        -12.6449
         25.9600          8.6109         36.5107        -15.0919
         25.9800          5.5389         37.5097        -17.2709
         26.0000         32.5149         -4.7023        -14.0359
         26.0200         71.6999        -69.1213         -1.6609
         26.0400         66.2109        -44.9143          9.2481
         26.0600          1.6779         85.1647          2.1681
         26.0800        -35.4911         97.1627          4.3721
         26.1000         32.9029        -26.7043         25.1491
         26.1200         70.7559        -47.2803         13.1621
         26.1400         -7.0151         -3.6303          6.2741
         26.1600        -27.9391        -14.4093          6.0381
         26.1800         40.5899         -7.6103         -4.8239
         26.2000         58.0759         20.2557         -2.4629
         26.2200        -20.4101          5.9827         -1.5529
         26.2400        -38.2921        -19.1483          4.9101
         26.2600         22.7499        -27.5643         19.3751
         26.2800        -13.9011        -11.5293         15.7391
         26.3000        -73.7621        -29.4023         -4.2929
         26.3200        -29.8351        -34.0113        -11.9479
         26.3400         52.7239         47.8327         -0.2639
         26.3600         52.6029         47.9617         18.6841
         26.3800         -1.7531        -40.4663         14.7141
         26.4000         15.4959         -2.4083         20.5771
         26.4200         82.8589         43.9867         40.3351
         26.4400         59.7989         30.6467         17.3231
         26.4600        -29.1081         14.9297         -0.5619
         26.4800         -9.6771        -19.0773         13.8291
         26.5000         51.3789        -11.7563         12.9451
         26.5200         10.2859         23.9287         19.0751
         26.5400        -50.2231         43.4297         13.7061
         26.5600        -43.5001         19.6387          3.7451
         26.5800         -6.2341        -29.7063         18.8231
         26.6000         10.7619         -7.5263         16.8791
         26.6200        -12.1921         56.3107         -3.1429
         26.6400        -26.0641         34.7277        -17.9879
         26.6600        -16.7921        -35.6813        -13.2449
         26.6800        -27.5291        -39.9333          3.5671
         26.7000        -15.7331        -15.0813         18.3631
         26.7200         32.8989         11.8917         25.7101
         26.7400         64.0579          9.4127         31.2991
         26.7600         52.1329        -27.2283         13.9951
         26.7800         30.4659        -15.4693         -8.9139
         26.8000         36.1999         22.2107        -19.3429
         26.8200         23.9139         33.0277         -6.7149
         26.8400        -14.5421         -0.5373         16.5731
         26.8600        -52.7821        -37.7703         14.2321
         26.8800        -53.4871        -49.9583         18.6951
         26.9000          0.4499        -42.9393         46.5051
         26.9200         37.4169         -0.7323         36.5271
         26.9400         -7.2171         37.9547          1.3361
         26.9600        -63.6331          7.5397        -17.6449
         26.9800        -39.0501        -23.0573        -15.1299
         27.0000          6.6649        -35.5783          0.8441
         27.0200         -6.1581        -27.2213         15.9001
         27.0400          5.1059         28.3747         -5.0069
         27.0600         47.1059         43.8017        -15.6979
         27.0800          8.5939         27.6847          0.5191
         27.1000        -54.0411         63.5187         12.4731
         27.1200        -23.0751         67.5517         23.5891
         27.1400         48.1519        -17.8083         26.4621
         27.1600         11.4499        -95.5463         25.9291
         27.1800        -28.3811        -87.0993         12.2621
         27.2000         18.8769        -33.7393        -13.5789
         27.2200         27.0719         19.0607        -38.3169
         27.2400         -8.0221         29.5807        -37.2149
         27.2600        -24.3541          2.2887        -13.0639
         27.2800          8.2639         -8.2573          2.7561
         27.3000         60.6639         -9.3353         11.0881
         27.3200         44.2469         26.5477         14.0241
         27.3400        -27.3011         75.5207          8.6421
         27.3600        -72.7861         41.2037          6.4701
         27.3800        -29.8681         17.4987          5.9371
         27.4000         31.3559          1.5787         -1.9039
         27.4200         26.3609        -21.6733        -25.2099
         27.4400          4.4809          2.9927        -24.6659
         27.4600         14.7379          2.0317         -6.4799
         27.4800         50.4759          1.1337          4.7651
         27.5000         65.2249          9.0047         14.1761
         27.5200         42.3589        -19.3563          3.2451
         27.5400        -11.9671        -23.4433        -13.0109
         27.5600        -53.3041         21.7657        -12.4939
         27.5800        -14.6781         12.3917        -13.8289
         27.6000         64.9929        -26.2313         -5.5469
         27.6200         20.7629        -58.3183          8.4601
         27.6400        -79.5351        -72.2403          2.5671
         27.6600        -24.1881        -11.2273         -8.0399
         27.6800         40.4979         29.8897         -1.8229
         27.7000        -15.4501         -6.7263         13.1141
         27.7200        -33.3391         -4.2913         12.2841
         27.7400         -5.4351         14.4877          7.9771
         27.7600        -13.8591        -26.6063         17.4541
         27.7800        -21.3851        -37.3413         25.2761
         27.8000         -7.8921        -27.6213         13.1071
         27.8200          8.7279        -10.4993         -5.8169
         27.8400         -8.7401         26.3097        -13.8039
         27.8600        -38.5201         25.5267        -23.3219
         27.8800        -17.5161         12.5287        -33.5949
         27.9000         32.2189         32.1307        -28.5009
         27.9200          6.8439         39.5817        -12.9189
         27.9400        -48.1871         36.8807        -13.1599
         27.9600        -30.6461         49.4387        -14.4549
         27.9800          9.4899          6.2317         -6.0009
         28.0000          2.8869        -82.2793        -13.0779
         28.0200        -10.6251        -81.6313        -15.4579
         28.0400         -4.8961          0.7757         -1.9629
         28.0600         -2.0351         12.7337        -12.8379
         28.0800         21.4649        -34.5183         -7.8469
         28.1000         16.1989        -22.2953          3.4971
         28.1200        -26.8961        -24.3063        -17.7719
         28.1400        -17.2811        -35.6353        -29.9999
         28.1600         29.4329         -6.8243        -14.4019
         28.1800         35.9229        -18.0653         -4.8479
         28.2000         36.1909         -3.3773          7.4411
         28.2200         46.5469         61.5477         16.1521
         28.2400         12.4579         66.8837          2.3921
         28.2600        -25.6211        -11.5843         -6.0039
         28.2800         -5.6721        -41.6183         -8.1839
         28.3000        -18.4011        -24.9873        -14.0869
         28.3200        -56.5541          1.2567        -16.5139
         28.3400        -24.1391         44.2767        -13.6019
         28.3600         16.0589         30.4307          3.1721
         28.3800         42.7829        -16.5023         22.2081
         28.4000         24.0879         10.7317         12.1791
         28.4200        -49.3161         19.8047         11.5021
         28.4400        -35.7061        -46.0583         13.1681
         28.4600          4.9769        -69.4203        -11.7159
         28.4800        -19.1671        -41.6413        -11.1259
         28.5000        -14.8311        -20.1443         -6.0449
         28.5200        -10.2251         -0.9153        -18.8449
         28.5400         -0.3731         10.4717         -9.9949
         28.5600         27.7189         14.0147         -5.2769
         28.5800          6.0019         -6.6733         -9.9519
         28.6000        -52.4911        -27.2523         -3.1089
         28.6200        -63.5741         11.7217        -15.2559
         28.6400          4.4979         32.1967        -22.9899
         28.6600         63.1079         21.8967         -0.6329
         28.6800         19.8389         30.8377         15.8451
         28.7000        -30.5271         29.4637         18.6271
         28.7200         -9.8041         37.2237         15.4361
         28.7400        -25.1351         41.0737          7.3901
         28.7600        -20.3151          7.0977          0.3451
         28.7800         30.2419        -37.2743         -4.2729
         28.8000         41.2039        -49.1103         -5.0919
         28.8200         58.5719         -4.3813          0.9611
         28.8400         41.4319         -2.6903          4.0191
